,Income,Total Claim Amount,Customer Lifetime Value,Months Since Policy Inception,Months Since Last Claim,Number of Policies,Monthly Premium Auto,Number of Open Complaints,Sqrt_Total Claim Amount,Log_Customer Lifetime Value,Exponential_Number of Policies,Reciprocal_Monthly Premium Auto,Boxcox_Number of Open Complaints,Education_1,Education_2,Education_3,Education_4,Policy Type_1,Policy Type_2,Sales Channel_1,Sales Channel_2,Sales Channel_3,State_1,State_2,State_3,State_4,Vehicle Class_1,Vehicle Class_2,Vehicle Class_3,Vehicle Class_4,Vehicle Class_5,Response_1,EmploymentStatus_1,EmploymentStatus_2,EmploymentStatus_3,EmploymentStatus_4,Marital Status_1,Marital Status_2,Coverage_1,Coverage_2,Policy_1,Policy_2,Policy_3,Policy_4,Policy_5,Policy_6,Policy_7,Policy_8,Vehicle Size_1,Vehicle Size_2,Renew Offer Type_1,Renew Offer Type_2,Renew Offer Type_3,Location Code_1,Location Code_2,Gender_1,Expiry_month_1,Expiry_week_in_year_1,Expiry_week_in_year_2,Expiry_week_in_year_3,Expiry_week_in_year_4,Expiry_week_in_year_5,Expiry_week_in_year_6,Expiry_week_in_year_7,Expiry_week_in_year_8,Expiry_week_in_year_9
5456,60970,94.496547,26338.58626,10,20,2,110,0,9.720933442833564,10.178828267504962,1.148698354997035,0.009009009009009009,71.96808095937635,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5457,34220,523.2,4244.470352,71,23,1,109,1,22.873565528793275,8.353607894020852,1.0,0.00909090909090909,60.84380676037312,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
5458,88997,174.041566,5757.442258,71,9,3,72,0,13.19248141935398,8.658422275794644,1.2457309396155174,0.0136986301369863,80.2733206082953,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5459,18779,215.255721,4826.831451,65,10,4,63,0,14.671595720984136,8.482152670878948,1.3195079107728942,0.015625,51.01677679071097,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0
5460,50825,369.614729,8092.87696,46,3,3,102,0,19.225366810544866,8.998863123936527,1.2457309396155174,0.009708737864077669,68.26993567972985,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
5461,0,569.130423,3011.270628,41,18,1,86,0,23.856454535408233,8.01044943481712,1.0,0.011494252873563218,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
5462,29218,502.369442,8663.919296,40,33,2,72,0,22.413599487810966,9.06703788831522,1.148698354997035,0.0136986301369863,58.09627375854952,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
5463,95697,114.273025,2471.528431,55,16,1,61,0,10.689856173026838,7.812996562318521,1.0,0.016129032258064516,81.96859420754792,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5464,61486,334.13351,5627.297887,65,2,3,70,0,18.279319188635007,8.635562346293408,1.2457309396155174,0.014084507042253521,72.1438656723056,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5465,0,326.4,7494.087341,25,6,2,68,0,18.066543665017942,8.92200306370429,1.148698354997035,0.014492753623188406,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
5466,17723,345.6,5452.625449,40,3,3,72,0,18.5903200617956,8.60403588649654,1.2457309396155174,0.0136986301369863,50.15211213314659,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5467,72421,312.0,2592.437797,23,8,1,65,0,17.663521732655695,7.860739609312582,1.0,0.015151515151515152,75.64033771869047,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
5468,36510,286.781601,6721.893743,36,10,6,84,0,16.93462727667781,8.813273957346368,1.4309690811052556,0.011764705882352941,62.0050845765673,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5469,35396,336.0,5500.576161,12,32,3,70,0,18.33030277982336,8.612789904893141,1.2457309396155174,0.014084507042253521,61.446967765555016,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0
5470,69230,283.241868,2550.659053,13,31,1,63,0,16.829791086047386,7.844499035617786,1.0,0.015625,74.66199174507943,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
5471,28054,571.663256,7771.582097,63,1,1,195,1,23.909480462778777,8.958357704373105,1.0,0.00510204081632653,57.408582510282116,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
5472,25866,523.2,4236.301454,56,20,1,109,0,22.873565528793275,8.351681896077725,1.0,0.00909090909090909,56.057839949933154,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
5473,23675,707.925645,9025.067525,31,4,7,117,0,26.606872138603592,9.107872061524485,1.4757731615945522,0.00847457627118644,54.61956557681263,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5474,0,340.8,2615.911934,45,22,1,71,0,18.46076921474292,7.869750250454559,1.0,0.013888888888888888,0.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
5475,0,433.160284,2396.219292,71,6,1,66,2,20.812503069068843,7.78206471627399,1.0,0.014925373134328358,0.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5476,0,326.4,4784.416267,81,16,6,68,0,18.066543665017942,8.473328294251663,1.4309690811052556,0.014492753623188406,0.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5477,28142,701.708239,3873.647046,50,18,1,105,0,26.489776122119267,8.26220985273574,1.0,0.009433962264150943,57.46128761607628,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
5478,23706,326.4,7806.137458,56,1,2,68,1,18.066543665017942,8.962793652984631,1.148698354997035,0.014492753623188406,54.64057471881909,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0
5479,0,628.8,4717.625727,80,0,1,131,0,25.075884829851965,8.459272876650536,1.0,0.007575757575757576,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
5480,0,872.203927,5625.908671,31,34,3,85,0,29.533098838421953,8.63531548880574,1.2457309396155174,0.011627906976744186,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
5481,83527,39.127298,5182.941518,27,19,3,64,1,6.255181692005437,8.553320956718476,1.2457309396155174,0.015384615384615385,78.81930670048482,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
5482,26876,364.8,6005.214792,72,17,8,76,0,19.099738218101315,8.70055001080756,1.5157165665103982,0.012987012987012988,56.69124269952348,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
5483,55099,260.265417,9837.507586,86,33,3,122,0,16.13274362902975,9.1940593104541,1.2457309396155174,0.008130081300813009,69.88778335591638,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5484,71661,312.0,5206.028448,92,7,4,65,0,17.663521732655695,8.55776461656261,1.3195079107728942,0.015151515151515152,75.410202771105,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
5485,18047,1350.379181,36293.14678,50,5,2,242,0,36.74750577930426,10.499411761521424,1.148698354997035,0.00411522633744856,50.42128621480776,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
5486,90893,70.712507,2837.109178,82,8,1,70,0,8.40907289776941,7.950893327029365,1.0,0.014084507042253521,80.76218178090184,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
5487,90016,20.405935,11785.04181,34,28,2,102,4,4.517292884018038,9.37467121282072,1.148698354997035,0.009708737864077669,80.53698517339912,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
5488,81285,441.765368,3124.933827,2,18,1,81,2,21.018215147818808,8.047488342171311,1.0,0.012195121951219513,78.2033792575791,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
5489,96950,633.132017,13862.10016,74,20,2,115,0,25.162114716374695,9.536985924499653,1.148698354997035,0.008620689655172414,82.27601810032613,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
5490,24814,331.2,8200.269735,48,31,2,69,0,18.19890106572372,9.01204426699669,1.148698354997035,0.014285714285714285,55.37875169109709,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
5491,0,648.0,8456.268179,16,14,2,90,3,25.45584412271571,9.04278149016983,1.148698354997035,0.01098901098901099,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5492,0,60.5975,2124.173841,14,17,1,61,1,7.784439607319206,7.661608885541876,1.0,0.016129032258064516,0.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
5493,52572,441.623031,9045.111945,22,30,3,113,0,21.01482883584827,9.110090325044128,1.2457309396155174,0.008771929824561403,68.94271209177496,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5494,0,595.160486,3187.351993,29,27,1,85,0,24.395911255782188,8.067259445672128,1.0,0.011627906976744186,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
5495,41701,64.646458,8113.962284,74,16,2,68,0,8.040302108751884,9.001464832248427,1.148698354997035,0.014492753623188406,64.4542966348826,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5496,0,499.2,34039.05613,66,26,2,104,0,22.342784070030305,10.435293231628371,1.148698354997035,0.009523809523809525,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
5497,0,384.0,9087.586819,77,7,2,80,0,19.595917942265423,9.114774709628971,1.148698354997035,0.012345679012345678,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
5498,34179,770.4,12519.79639,26,15,2,107,0,27.756080414928906,9.435146252056017,1.148698354997035,0.009259259259259259,60.82250908200294,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
5499,27681,398.4,6057.07208,62,13,9,83,0,19.959959919799438,8.709146889832674,1.5518455739153598,0.011904761904761904,57.183845783950886,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
5500,0,359.35328,4967.044248,2,34,4,73,0,18.956615731717516,8.510781530175906,1.3195079107728942,0.013513513513513514,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
5501,0,504.0,6933.335325,66,19,2,70,1,22.44994432064365,8.844240484608422,1.148698354997035,0.014084507042253521,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5502,78494,78.189401,22399.12944,53,21,2,69,0,8.842477085070676,10.016822016397864,1.148698354997035,0.014285714285714285,77.41918879636788,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5503,0,316.8,2162.417356,95,18,1,66,2,17.798876369029593,7.679444359721095,1.0,0.014925373134328358,0.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5504,56044,952.849701,21776.5819,32,27,2,182,0,30.868263653791736,9.98863636644823,1.148698354997035,0.00546448087431694,70.23313645944897,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
5505,37937,556.8,9095.049868,42,11,5,116,0,23.5966099260042,9.115595517825193,1.379729661461215,0.008547008547008548,62.702273146703135,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
5506,77853,165.237444,4228.248035,76,12,1,106,0,12.854471751106695,8.349779486733906,1.0,0.009345794392523364,77.23624200991894,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5507,72608,393.6,6521.368813,19,26,8,82,3,19.83935482821959,8.782992903815131,1.5157165665103982,0.012048192771084338,75.69669463798569,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5508,36568,978.621302,10209.02324,34,28,6,128,0,31.282923488702266,9.231125187355925,1.4309690811052556,0.007751937984496124,62.033802961542634,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
5509,0,796.987409,7600.443798,58,17,3,110,2,28.23096542805435,8.93609348165281,1.2457309396155174,0.009009009009009009,0.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
5510,59578,403.67601,3894.623983,50,1,1,98,1,20.09169007326163,8.267609146500993,1.0,0.010101010101010102,71.4884342642344,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5511,26032,638.098653,8510.758196,25,18,3,109,0,25.26061465998007,9.049203803753116,1.2457309396155174,0.00909090909090909,56.16315958708609,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
5512,39618,326.4,2712.832687,55,0,1,68,0,18.066543665017942,7.906117190373636,1.0,0.014492753623188406,63.4995999727067,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
5513,0,625.483498,2258.793954,47,8,1,65,0,25.0096680905605,7.723028917313562,1.0,0.015151515151515152,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
5514,59438,562.667789,4815.851943,55,33,1,124,0,23.72061949022411,8.479875869807424,1.0,0.008,71.43974625113385,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0
5515,0,537.6,8007.399376,93,12,3,112,0,23.186202793903103,8.988246191879355,1.2457309396155174,0.008849557522123894,0.0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5516,0,401.484738,3008.969524,55,2,1,87,0,20.037084069295112,8.009685232774721,1.0,0.011363636363636364,0.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5517,89451,61.769564,2530.705137,2,11,1,63,0,7.859361551678355,7.836648321901347,1.0,0.015625,80.39106103314342,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5518,44695,147.954285,10787.11572,88,26,2,91,0,12.163646040558728,9.286200410935496,1.148698354997035,0.010869565217391304,65.76778068298374,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5519,24581,484.8,11923.75365,86,2,2,101,0,22.018174311236617,9.386371657262234,1.148698354997035,0.00980392156862745,55.22553403822805,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5520,0,194.944319,5186.359717,95,27,6,73,1,13.962246201811512,8.553980121667275,1.4309690811052556,0.013513513513513514,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5521,72334,412.829624,10103.64886,66,26,6,129,3,20.318209173054598,9.220750880099864,1.4309690811052556,0.007692307692307693,75.61408225461476,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5522,19831,398.4,6438.995346,88,8,7,83,0,19.959959919799438,8.770283096427331,1.4757731615945522,0.011904761904761904,51.84382110107723,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
5523,40361,71.169255,3909.636524,98,3,1,98,0,8.436187231208184,8.271455433591822,1.0,0.010101010101010102,63.84422006477761,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
5524,74656,504.365927,13211.01092,6,0,2,111,0,22.458092683930218,9.488881613031683,1.148698354997035,0.008928571428571428,76.30713286108933,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
5525,25358,750.58561,14616.36817,13,1,2,126,0,27.39681751590867,9.589965701367118,1.148698354997035,0.007874015748031496,55.7324641120846,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
5526,35461,9.214343,3732.345012,57,26,1,95,1,3.0355136303433063,8.225059896824469,1.0,0.010416666666666666,61.47987981300252,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
5527,59047,364.8,8750.643581,73,2,2,76,3,19.099738218101315,9.076996799540915,1.148698354997035,0.012987012987012988,71.30332614691194,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
5528,62409,392.686432,10662.63422,50,16,2,89,0,19.81631731679729,9.274594560820159,1.148698354997035,0.011111111111111112,72.45565495397236,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5529,93272,281.110788,3861.486269,54,3,1,95,0,16.766358817584695,8.259066366248225,1.0,0.010416666666666666,81.36523806598247,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5530,0,970.456654,9807.829589,48,18,4,135,0,31.152153280311136,9.191038237490579,1.3195079107728942,0.007352941176470588,0.0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5531,20166,398.4,3252.828464,28,19,1,83,0,19.959959919799438,8.08758757096231,1.0,0.011904761904761904,52.10050243940722,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
5532,0,355.2,2711.899826,68,13,1,74,0,18.846750383023593,7.905773388276534,1.0,0.013333333333333334,0.0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
5533,29735,331.2,2453.570794,92,3,1,69,0,18.19890106572372,7.80570719561629,1.0,0.014285714285714285,58.395362410724765,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
